#old_id	new_id
evm.model.jcf7180008084711.1	CcGene_16058
evm.model.jcf7180008084739.1	CcGene_16059
evm.model.jcf7180008084739.2	CcGene_16060
evm.model.jcf7180008084739.3	CcGene_16061
evm.model.jcf7180008084749.1	CcGene_16062
evm.model.jcf7180008084749.2	CcGene_16063
evm.model.jcf7180008084755.1	CcGene_16064
evm.model.jcf7180008084763.1	CcGene_16065
evm.model.jcf7180008084769.1	CcGene_16066
evm.model.jcf7180008084769.2	CcGene_16067
evm.model.jcf7180008084769.3	CcGene_16068
evm.model.jcf7180008084769.4	CcGene_16069
evm.model.jcf7180008084770.1	CcGene_16070
evm.model.jcf7180008084770.2	CcGene_16071
evm.model.jcf7180008084773.1	CcGene_16072
evm.model.jcf7180008084773.2	CcGene_16073
evm.model.jcf7180008084773.3	CcGene_16074
evm.model.jcf7180008084773.4	CcGene_16075
evm.model.jcf7180008084773.5	CcGene_16076
evm.model.jcf7180008084774.1	CcGene_16077
evm.model.jcf7180008084774.2	CcGene_16078
evm.model.jcf7180008084774.3	CcGene_16079
evm.model.jcf7180008084774.4	CcGene_16080
evm.model.jcf7180008084774.5	CcGene_16081
evm.model.jcf7180008084774.6	CcGene_16082
evm.model.jcf7180008084775.1	CcGene_16083
evm.model.jcf7180008084775.2	CcGene_16084
evm.model.jcf7180008084775.3	CcGene_16085
evm.model.jcf7180008084775.4	CcGene_16086
evm.model.jcf7180008084777.1	CcGene_16087
evm.model.jcf7180008084777.10	CcGene_16088
evm.model.jcf7180008084777.11	CcGene_16089
evm.model.jcf7180008084777.12	CcGene_16090
evm.model.jcf7180008084777.13	CcGene_16091
evm.model.jcf7180008084777.2	CcGene_16092
evm.model.jcf7180008084777.3	CcGene_16093
evm.model.jcf7180008084777.3.1.6a4b55d7	CcGene_16094
evm.model.jcf7180008084777.4	CcGene_16095
evm.model.jcf7180008084777.5	CcGene_16096
evm.model.jcf7180008084777.6	CcGene_16097
evm.model.jcf7180008084777.7	CcGene_16098
evm.model.jcf7180008084777.8	CcGene_16099
evm.model.jcf7180008084777.9	CcGene_16100
evm.model.jcf7180008084778.1	CcGene_16101
evm.model.jcf7180008084778.2	CcGene_16102
evm.model.jcf7180008084782.1	CcGene_16103
evm.model.jcf7180008084789.1	CcGene_16104
evm.model.jcf7180008084792.1	CcGene_16105
evm.model.jcf7180008084794.1	CcGene_16106
evm.model.jcf7180008084794.2	CcGene_16107
evm.model.jcf7180008084794.3	CcGene_16108
evm.model.jcf7180008084794.4	CcGene_16109
evm.model.jcf7180008084794.5	CcGene_16110
evm.model.jcf7180008084794.6	CcGene_16111
evm.model.jcf7180008084799.1	CcGene_16112
evm.model.jcf7180008084801.1	CcGene_16113
evm.model.jcf7180008084803.1	CcGene_16114
evm.model.jcf7180008084803.2	CcGene_16115
evm.model.jcf7180008084803.3	CcGene_16116
evm.model.jcf7180008084803.4	CcGene_16117
evm.model.jcf7180008084803.5	CcGene_16118
evm.model.jcf7180008084804.1	CcGene_16119
evm.model.jcf7180008084804.10	CcGene_16120
evm.model.jcf7180008084804.11	CcGene_16121
evm.model.jcf7180008084804.12	CcGene_16122
evm.model.jcf7180008084804.13	CcGene_16123
evm.model.jcf7180008084804.14	CcGene_16124
evm.model.jcf7180008084804.15	CcGene_16125
evm.model.jcf7180008084804.16	CcGene_16126
evm.model.jcf7180008084804.17	CcGene_16127
evm.model.jcf7180008084804.18	CcGene_16128
evm.model.jcf7180008084804.19	CcGene_16129
evm.model.jcf7180008084804.2	CcGene_16130
evm.model.jcf7180008084804.20	CcGene_16131
evm.model.jcf7180008084804.3	CcGene_16132
evm.model.jcf7180008084804.4	CcGene_16133
evm.model.jcf7180008084804.5	CcGene_16134
evm.model.jcf7180008084804.6	CcGene_16135
evm.model.jcf7180008084804.7	CcGene_16136
evm.model.jcf7180008084804.8	CcGene_16137
evm.model.jcf7180008084804.9	CcGene_16138
evm.model.jcf7180008084805.1	CcGene_16139
evm.model.jcf7180008084805.2	CcGene_16140
evm.model.jcf7180008084808.1	CcGene_16141
evm.model.jcf7180008084818.1	CcGene_16142
evm.model.jcf7180008084818.2	CcGene_16143
evm.model.jcf7180008084818.3	CcGene_16144
evm.model.jcf7180008084819.1	CcGene_16145
evm.model.jcf7180008084819.2	CcGene_16146
evm.model.jcf7180008084819.3	CcGene_16147
evm.model.jcf7180008084819.4	CcGene_16148
evm.model.jcf7180008084820.1	CcGene_16149
evm.model.jcf7180008084820.2	CcGene_16150
evm.model.jcf7180008084821.1	CcGene_16151
evm.model.jcf7180008084827.1	CcGene_16152
evm.model.jcf7180008084827.10	CcGene_16153
evm.model.jcf7180008084827.2	CcGene_16154
evm.model.jcf7180008084827.3	CcGene_16155
evm.model.jcf7180008084827.4	CcGene_16156
evm.model.jcf7180008084827.5	CcGene_16157
evm.model.jcf7180008084827.6	CcGene_16158
evm.model.jcf7180008084827.7	CcGene_16159
evm.model.jcf7180008084827.8	CcGene_16160
evm.model.jcf7180008084827.9	CcGene_16161
evm.model.jcf7180008084830.1	CcGene_16162
evm.model.jcf7180008084830.2	CcGene_16163
evm.model.jcf7180008084841.1	CcGene_16164
evm.model.jcf7180008084847.1	CcGene_16165
evm.model.jcf7180008084854.1	CcGene_16166
evm.model.jcf7180008084854.2	CcGene_16167
evm.model.jcf7180008084854.3	CcGene_16168
evm.model.jcf7180008084854.4	CcGene_16169
evm.model.jcf7180008084855.1	CcGene_16170
evm.model.jcf7180008084855.2	CcGene_16171
evm.model.jcf7180008084856.1	CcGene_16172
evm.model.jcf7180008084856.2	CcGene_16173
evm.model.jcf7180008084861.1	CcGene_16174
evm.model.jcf7180008084865.1	CcGene_16175
evm.model.jcf7180008084865.2	CcGene_16176
evm.model.jcf7180008084866.1	CcGene_16177
evm.model.jcf7180008084867.1	CcGene_16178
evm.model.jcf7180008084870.1	CcGene_16179
evm.model.jcf7180008084874.1	CcGene_16180
evm.model.jcf7180008084876.1	CcGene_16181
evm.model.jcf7180008084881.1	CcGene_16182
evm.model.jcf7180008084881.2	CcGene_16183
evm.model.jcf7180008084881.3	CcGene_16184
evm.model.jcf7180008084881.4	CcGene_16185
evm.model.jcf7180008084881.5	CcGene_16186
evm.model.jcf7180008084882.1	CcGene_16187
evm.model.jcf7180008084882.2	CcGene_16188
evm.model.jcf7180008084882.3	CcGene_16189
evm.model.jcf7180008084882.4	CcGene_16190
evm.model.jcf7180008084892.1	CcGene_16191
evm.model.jcf7180008084896.1	CcGene_16192
evm.model.jcf7180008084900.1	CcGene_16193
evm.model.jcf7180008084900.2	CcGene_16194
evm.model.jcf7180008084900.3	CcGene_16195
evm.model.jcf7180008084900.4	CcGene_16196
evm.model.jcf7180008084901.1	CcGene_16197
evm.model.jcf7180008084902.1	CcGene_16198
evm.model.jcf7180008084903.1	CcGene_16199
evm.model.jcf7180008084903.2	CcGene_16200
evm.model.jcf7180008084903.3	CcGene_16201
evm.model.jcf7180008084903.4	CcGene_16202
evm.model.jcf7180008084903.5	CcGene_16203
evm.model.jcf7180008084906.1	CcGene_16204
evm.model.jcf7180008084912.1	CcGene_16205
evm.model.jcf7180008084912.2	CcGene_16206
evm.model.jcf7180008084912.3	CcGene_16207
evm.model.jcf7180008084914.1	CcGene_16208
evm.model.jcf7180008084920.1	CcGene_16209
evm.model.jcf7180008084920.2	CcGene_16210
evm.model.jcf7180008084923.1	CcGene_16211
evm.model.jcf7180008084923.2	CcGene_16212
evm.model.jcf7180008084923.3	CcGene_16213
evm.model.jcf7180008084925.1	CcGene_16214
evm.model.jcf7180008084926.1	CcGene_16215
evm.model.jcf7180008084927.1	CcGene_16216
evm.model.jcf7180008084927.2	CcGene_16217
evm.model.jcf7180008084928.1	CcGene_16218
evm.model.jcf7180008084928.2	CcGene_16219
evm.model.jcf7180008084930.1	CcGene_16220
evm.model.jcf7180008084930.2	CcGene_16221
evm.model.jcf7180008084937.1	CcGene_16222
evm.model.jcf7180008084937.2	CcGene_16223
evm.model.jcf7180008084943.1	CcGene_16224
evm.model.jcf7180008084943.10	CcGene_16225
evm.model.jcf7180008084943.11	CcGene_16226
evm.model.jcf7180008084943.12	CcGene_16227
evm.model.jcf7180008084943.13	CcGene_16228
evm.model.jcf7180008084943.2	CcGene_16229
evm.model.jcf7180008084943.3	CcGene_16230
evm.model.jcf7180008084943.4	CcGene_16231
evm.model.jcf7180008084943.5	CcGene_16232
evm.model.jcf7180008084943.6	CcGene_16233
evm.model.jcf7180008084943.7	CcGene_16234
evm.model.jcf7180008084943.8	CcGene_16235
evm.model.jcf7180008084943.9	CcGene_16236
evm.model.jcf7180008084944.1	CcGene_16237
evm.model.jcf7180008084947.1	CcGene_16238
evm.model.jcf7180008084951.1	CcGene_16239
evm.model.jcf7180008084957.1	CcGene_16240
evm.model.jcf7180008084957.2	CcGene_16241
evm.model.jcf7180008084957.3	CcGene_16242
evm.model.jcf7180008084963.1	CcGene_16243
evm.model.jcf7180008084964.1	CcGene_16244
evm.model.jcf7180008084964.2	CcGene_16245
evm.model.jcf7180008084965.1	CcGene_16246
evm.model.jcf7180008084965.2	CcGene_16247
evm.model.jcf7180008084965.3	CcGene_16248
evm.model.jcf7180008084966.1	CcGene_16249
evm.model.jcf7180008084967.1	CcGene_16250
evm.model.jcf7180008084970.1	CcGene_16251
evm.model.jcf7180008084972.1	CcGene_16252
evm.model.jcf7180008084972.2	CcGene_16253
evm.model.jcf7180008084972.3	CcGene_16254
evm.model.jcf7180008084972.4	CcGene_16255
evm.model.jcf7180008084976.1	CcGene_16256
evm.model.jcf7180008084983.1	CcGene_16257
evm.model.jcf7180008084983.2	CcGene_16258
evm.model.jcf7180008084993.1	CcGene_16259
evm.model.jcf7180008084993.2	CcGene_16260
evm.model.jcf7180008084994.1	CcGene_16261
evm.model.jcf7180008084994.2	CcGene_16262
evm.model.jcf7180008084996.1	CcGene_16263
evm.model.jcf7180008084996.2	CcGene_16264
evm.model.jcf7180008085000.1	CcGene_16265
evm.model.jcf7180008085003.1	CcGene_16266
evm.model.jcf7180008085003.2	CcGene_16267
evm.model.jcf7180008085006.1	CcGene_16268
evm.model.jcf7180008085006.2	CcGene_16269
evm.model.jcf7180008085006.3	CcGene_16270
evm.model.jcf7180008085006.4	CcGene_16271
evm.model.jcf7180008085006.5	CcGene_16272
evm.model.jcf7180008085007.1	CcGene_16273
evm.model.jcf7180008085008.1	CcGene_16274
evm.model.jcf7180008085009.1	CcGene_16275
evm.model.jcf7180008085017.1	CcGene_16276
evm.model.jcf7180008085020.1	CcGene_16277
evm.model.jcf7180008085020.2	CcGene_16278
evm.model.jcf7180008085032.1	CcGene_16279
evm.model.jcf7180008085032.2	CcGene_16280
evm.model.jcf7180008085042.1	CcGene_16281
evm.model.jcf7180008085043.1	CcGene_16282
evm.model.jcf7180008085044.1	CcGene_16283
evm.model.jcf7180008085044.2	CcGene_16284
evm.model.jcf7180008085049.1	CcGene_16285
evm.model.jcf7180008085050.1	CcGene_16286
evm.model.jcf7180008085059.1	CcGene_16287
evm.model.jcf7180008085059.2	CcGene_16288
evm.model.jcf7180008085079.1	CcGene_16289
evm.model.jcf7180008085079.2	CcGene_16290
evm.model.jcf7180008085082.1	CcGene_16291
evm.model.jcf7180008085089.1	CcGene_16292
evm.model.jcf7180008085095.1	CcGene_16293
evm.model.jcf7180008085095.2	CcGene_16294
evm.model.jcf7180008085095.3	CcGene_16295
evm.model.jcf7180008085109.1	CcGene_16296
evm.model.jcf7180008085112.1	CcGene_16297
evm.model.jcf7180008085113.1	CcGene_16298
evm.model.jcf7180008085133.1	CcGene_16299
evm.model.jcf7180008085138.1	CcGene_16300
evm.model.jcf7180008085158.1	CcGene_16301
evm.model.jcf7180008085171.1	CcGene_16302
evm.model.jcf7180008085171.2	CcGene_16303
evm.model.jcf7180008085171.3	CcGene_16304
evm.model.jcf7180008085171.4	CcGene_16305
evm.model.jcf7180008085171.5	CcGene_16306
evm.model.jcf7180008085171.6	CcGene_16307
evm.model.jcf7180008085179.1	CcGene_16308
evm.model.jcf7180008085188.1	CcGene_16309
evm.model.jcf7180008085188.2	CcGene_16310
evm.model.jcf7180008085189.1	CcGene_16311
evm.model.jcf7180008085190.1	CcGene_16312
evm.model.jcf7180008085190.2	CcGene_16313
evm.model.jcf7180008085191.1	CcGene_16314
evm.model.jcf7180008085207.1	CcGene_16315
evm.model.jcf7180008085207.2	CcGene_16316
evm.model.jcf7180008085207.3	CcGene_16317
evm.model.jcf7180008085207.4	CcGene_16318
evm.model.jcf7180008085209.1	CcGene_16319
evm.model.jcf7180008085210.1	CcGene_16320
evm.model.jcf7180008085247.1	CcGene_16321
evm.model.jcf7180008085247.2	CcGene_16322
evm.model.jcf7180008085247.3	CcGene_16323
evm.model.jcf7180008085247.4	CcGene_16324
evm.model.jcf7180008085247.5	CcGene_16325
evm.model.jcf7180008085249.1	CcGene_16326
evm.model.jcf7180008085249.2	CcGene_16327
evm.model.jcf7180008085249.3	CcGene_16328
evm.model.jcf7180008085251.1	CcGene_16329
evm.model.jcf7180008085254.1	CcGene_16330
evm.model.jcf7180008085261.1	CcGene_16331
evm.model.jcf7180008085264.1	CcGene_16332
evm.model.jcf7180008085264.2	CcGene_16333
evm.model.jcf7180008085264.3	CcGene_16334
evm.model.jcf7180008085264.4	CcGene_16335
evm.model.jcf7180008085264.5	CcGene_16336
evm.model.jcf7180008085264.6	CcGene_16337
evm.model.jcf7180008085268.1	CcGene_16338
evm.model.jcf7180008085271.1	CcGene_16339
evm.model.jcf7180008085271.10	CcGene_16340
evm.model.jcf7180008085271.11	CcGene_16341
evm.model.jcf7180008085271.12	CcGene_16342
evm.model.jcf7180008085271.13	CcGene_16343
evm.model.jcf7180008085271.14	CcGene_16344
evm.model.jcf7180008085271.15	CcGene_16345
evm.model.jcf7180008085271.16	CcGene_16346
evm.model.jcf7180008085271.17	CcGene_16347
evm.model.jcf7180008085271.18	CcGene_16348
evm.model.jcf7180008085271.2	CcGene_16349
evm.model.jcf7180008085271.3	CcGene_16350
evm.model.jcf7180008085271.4	CcGene_16351
evm.model.jcf7180008085271.5	CcGene_16352
evm.model.jcf7180008085271.6	CcGene_16353
evm.model.jcf7180008085271.7	CcGene_16354
evm.model.jcf7180008085271.8	CcGene_16355
evm.model.jcf7180008085271.9	CcGene_16356
evm.model.jcf7180008085272.1	CcGene_16357
evm.model.jcf7180008085285.1	CcGene_16358
evm.model.jcf7180008085285.2	CcGene_16359
evm.model.jcf7180008085308.1	CcGene_16360
evm.model.jcf7180008085309.1	CcGene_16361
evm.model.jcf7180008085309.2	CcGene_16362
evm.model.jcf7180008085309.3	CcGene_16363
evm.model.jcf7180008085309.4	CcGene_16364
evm.model.jcf7180008085317.1	CcGene_16365
evm.model.jcf7180008085317.2	CcGene_16366
evm.model.jcf7180008085318.1	CcGene_16367
evm.model.jcf7180008085325.1	CcGene_16368
evm.model.jcf7180008085325.2	CcGene_16369
evm.model.jcf7180008085332.1	CcGene_16370
evm.model.jcf7180008085332.2	CcGene_16371
evm.model.jcf7180008085332.3	CcGene_16372
evm.model.jcf7180008085332.4	CcGene_16373
evm.model.jcf7180008085362.1	CcGene_16374
evm.model.jcf7180008085369.1	CcGene_16375
evm.model.jcf7180008085371.1	CcGene_16376
evm.model.jcf7180008085376.1	CcGene_16377
evm.model.jcf7180008085387.1	CcGene_16378
evm.model.jcf7180008085387.2	CcGene_16379
evm.model.jcf7180008085389.1	CcGene_16380
evm.model.jcf7180008085389.2	CcGene_16381
evm.model.jcf7180008085390.1	CcGene_16382
evm.model.jcf7180008085393.1	CcGene_16383
evm.model.jcf7180008085400.1	CcGene_16384
evm.model.jcf7180008085402.1	CcGene_16385
evm.model.jcf7180008085406.1	CcGene_16386
evm.model.jcf7180008085421.1	CcGene_16387
evm.model.jcf7180008085422.1	CcGene_16388
evm.model.jcf7180008085422.2	CcGene_16389
evm.model.jcf7180008085422.3	CcGene_16390
evm.model.jcf7180008085430.1	CcGene_16391
evm.model.jcf7180008085435.1	CcGene_16392
evm.model.jcf7180008085436.1	CcGene_16393
evm.model.jcf7180008085437.1	CcGene_16394
evm.model.jcf7180008085437.2	CcGene_16395
evm.model.jcf7180008085437.3	CcGene_16396
evm.model.jcf7180008085437.4	CcGene_16397
evm.model.jcf7180008085437.5	CcGene_16398
evm.model.jcf7180008085440.1	CcGene_16399
evm.model.jcf7180008085443.1	CcGene_16400
evm.model.jcf7180008085444.1	CcGene_16401
evm.model.jcf7180008085445.1	CcGene_16402
evm.model.jcf7180008085445.10	CcGene_16403
evm.model.jcf7180008085445.2	CcGene_16404
evm.model.jcf7180008085445.3	CcGene_16405
evm.model.jcf7180008085445.4	CcGene_16406
evm.model.jcf7180008085445.5	CcGene_16407
evm.model.jcf7180008085445.6	CcGene_16408
evm.model.jcf7180008085445.7	CcGene_16409
evm.model.jcf7180008085445.8	CcGene_16410
evm.model.jcf7180008085445.9	CcGene_16411
evm.model.jcf7180008085447.1	CcGene_16412
evm.model.jcf7180008085447.2	CcGene_16413
evm.model.jcf7180008085448.1	CcGene_16414
evm.model.jcf7180008085449.1	CcGene_16415
evm.model.jcf7180008085449.2	CcGene_16416
evm.model.jcf7180008085450.1	CcGene_16417
evm.model.jcf7180008085450.2	CcGene_16418
evm.model.jcf7180008085450.3	CcGene_16419
evm.model.jcf7180008085450.4	CcGene_16420
evm.model.jcf7180008085450.5	CcGene_16421
evm.model.jcf7180008085451.1	CcGene_16422
evm.model.jcf7180008085451.2	CcGene_16423
evm.model.jcf7180008085457.1	CcGene_16424
evm.model.jcf7180008085460.1	CcGene_16425
evm.model.jcf7180008085460.2	CcGene_16426
evm.model.jcf7180008085460.3	CcGene_16427
evm.model.jcf7180008085464.1	CcGene_16428
evm.model.jcf7180008085464.2	CcGene_16429
evm.model.jcf7180008085464.3	CcGene_16430
evm.model.jcf7180008085464.4	CcGene_16431
evm.model.jcf7180008085464.5	CcGene_16432
evm.model.jcf7180008085464.6	CcGene_16433
evm.model.jcf7180008085464.7	CcGene_16434
evm.model.jcf7180008085467.1	CcGene_16435
evm.model.jcf7180008085468.1	CcGene_16436
evm.model.jcf7180008085469.1	CcGene_16437
evm.model.jcf7180008085469.2	CcGene_16438
evm.model.jcf7180008085471.1	CcGene_16439
evm.model.jcf7180008085478.1	CcGene_16440
evm.model.jcf7180008085481.1	CcGene_16441
evm.model.jcf7180008085483.1	CcGene_16442
evm.model.jcf7180008085485.1	CcGene_16443
evm.model.jcf7180008085488.1	CcGene_16444
evm.model.jcf7180008085488.2	CcGene_16445
evm.model.jcf7180008085488.3	CcGene_16446
evm.model.jcf7180008085488.4	CcGene_16447
evm.model.jcf7180008085488.5	CcGene_16448
evm.model.jcf7180008085489.1	CcGene_16449
evm.model.jcf7180008085489.2	CcGene_16450
evm.model.jcf7180008085489.3	CcGene_16451
evm.model.jcf7180008085489.4	CcGene_16452
evm.model.jcf7180008085500.1	CcGene_16453
evm.model.jcf7180008085503.1	CcGene_16454
evm.model.jcf7180008085503.2	CcGene_16455
evm.model.jcf7180008085503.3	CcGene_16456
evm.model.jcf7180008085503.4	CcGene_16457
evm.model.jcf7180008085517.1	CcGene_16458
evm.model.jcf7180008085525.1	CcGene_16459
evm.model.jcf7180008085526.1	CcGene_16460
evm.model.jcf7180008085529.1	CcGene_16461
evm.model.jcf7180008085550.1	CcGene_16462
evm.model.jcf7180008085559.1	CcGene_16463
evm.model.jcf7180008085579.1	CcGene_16464
evm.model.jcf7180008085579.2	CcGene_16465
evm.model.jcf7180008085590.1	CcGene_16466
evm.model.jcf7180008085625.1	CcGene_16467
evm.model.jcf7180008085628.1	CcGene_16468
evm.model.jcf7180008085639.1	CcGene_16469
evm.model.jcf7180008085669.1	CcGene_16470
evm.model.jcf7180008085677.1	CcGene_16471
evm.model.jcf7180008085677.2	CcGene_16472
evm.model.jcf7180008085679.1	CcGene_16473
evm.model.jcf7180008085697.1	CcGene_16474
evm.model.jcf7180008085697.2	CcGene_16475
evm.model.jcf7180008085698.1	CcGene_16476
evm.model.jcf7180008085698.2	CcGene_16477
evm.model.jcf7180008085728.1	CcGene_16478
evm.model.jcf7180008085728.2	CcGene_16479
evm.model.jcf7180008085754.1	CcGene_16480
evm.model.jcf7180008085777.1	CcGene_16481
evm.model.jcf7180008085785.1	CcGene_16482
evm.model.jcf7180008085785.2	CcGene_16483
evm.model.jcf7180008085785.3	CcGene_16484
evm.model.jcf7180008085798.1	CcGene_16485
evm.model.jcf7180008085814.1	CcGene_16486
evm.model.jcf7180008085816.1	CcGene_16487
evm.model.jcf7180008085822.1	CcGene_16488
evm.model.jcf7180008085822.2	CcGene_16489
evm.model.jcf7180008085822.3	CcGene_16490
evm.model.jcf7180008085822.4	CcGene_16491
evm.model.jcf7180008085823.1	CcGene_16492
evm.model.jcf7180008085827.1	CcGene_16493
evm.model.jcf7180008085837.1	CcGene_16494
evm.model.jcf7180008085846.1	CcGene_16495
evm.model.jcf7180008085858.1	CcGene_16496
evm.model.jcf7180008085858.2	CcGene_16497
evm.model.jcf7180008085858.3	CcGene_16498
evm.model.jcf7180008085859.1	CcGene_16499
evm.model.jcf7180008085863.1	CcGene_16500
evm.model.jcf7180008085863.2	CcGene_16501
evm.model.jcf7180008085881.1	CcGene_16502
evm.model.jcf7180008085887.1	CcGene_16503
evm.model.jcf7180008085887.2	CcGene_16504
evm.model.jcf7180008085902.1	CcGene_16505
evm.model.jcf7180008085902.2	CcGene_16506
evm.model.jcf7180008085902.3	CcGene_16507
evm.model.jcf7180008085903.1	CcGene_16508
evm.model.jcf7180008085905.1	CcGene_16509
evm.model.jcf7180008085919.1	CcGene_16510
evm.model.jcf7180008085920.1	CcGene_16511
evm.model.jcf7180008085921.1	CcGene_16512
evm.model.jcf7180008085923.1	CcGene_16513
evm.model.jcf7180008085928.1	CcGene_16514
evm.model.jcf7180008085928.2	CcGene_16515
evm.model.jcf7180008085946.1	CcGene_16516
evm.model.jcf7180008085949.1	CcGene_16517
evm.model.jcf7180008085950.1	CcGene_16518
evm.model.jcf7180008085950.2	CcGene_16519
evm.model.jcf7180008085950.3	CcGene_16520
evm.model.jcf7180008085951.1	CcGene_16521
evm.model.jcf7180008085958.1	CcGene_16522
evm.model.jcf7180008085959.1	CcGene_16523
evm.model.jcf7180008085959.2	CcGene_16524
evm.model.jcf7180008085959.3	CcGene_16525
evm.model.jcf7180008085962.1	CcGene_16526
evm.model.jcf7180008085966.1	CcGene_16527
evm.model.jcf7180008085969.1	CcGene_16528
evm.model.jcf7180008085981.1	CcGene_16529
evm.model.jcf7180008085981.2	CcGene_16530
evm.model.jcf7180008085981.3	CcGene_16531
evm.model.jcf7180008085995.1	CcGene_16532
evm.model.jcf7180008086009.1	CcGene_16533
evm.model.jcf7180008086009.2	CcGene_16534
evm.model.jcf7180008086018.1	CcGene_16535
evm.model.jcf7180008086033.1	CcGene_16536
evm.model.jcf7180008086044.1	CcGene_16537
evm.model.jcf7180008086053.1	CcGene_16538
evm.model.jcf7180008086053.2	CcGene_16539
evm.model.jcf7180008086053.3	CcGene_16540
evm.model.jcf7180008086053.4	CcGene_16541
evm.model.jcf7180008086069.1	CcGene_16542
evm.model.jcf7180008086076.1	CcGene_16543
evm.model.jcf7180008086083.1	CcGene_16544
evm.model.jcf7180008086083.2	CcGene_16545
evm.model.jcf7180008086083.3	CcGene_16546
evm.model.jcf7180008086084.1	CcGene_16547
evm.model.jcf7180008086084.2	CcGene_16548
evm.model.jcf7180008086084.3	CcGene_16549
evm.model.jcf7180008086092.1	CcGene_16550
evm.model.jcf7180008086097.1	CcGene_16551
evm.model.jcf7180008086097.2	CcGene_16552
evm.model.jcf7180008086105.1	CcGene_16553
evm.model.jcf7180008086111.1	CcGene_16554
evm.model.jcf7180008086112.1	CcGene_16555
evm.model.jcf7180008086112.2	CcGene_16556
evm.model.jcf7180008086112.3	CcGene_16557
evm.model.jcf7180008086137.1	CcGene_16558
evm.model.jcf7180008086142.1	CcGene_16559
evm.model.jcf7180008086142.2	CcGene_16560
evm.model.jcf7180008086142.3	CcGene_16561
evm.model.jcf7180008086142.4	CcGene_16562
evm.model.jcf7180008086142.5	CcGene_16563
evm.model.jcf7180008086142.6	CcGene_16564
evm.model.jcf7180008086150.1	CcGene_16565
evm.model.jcf7180008086150.10	CcGene_16566
evm.model.jcf7180008086150.11	CcGene_16567
evm.model.jcf7180008086150.12	CcGene_16568
evm.model.jcf7180008086150.13	CcGene_16569
evm.model.jcf7180008086150.2	CcGene_16570
evm.model.jcf7180008086150.3	CcGene_16571
evm.model.jcf7180008086150.4	CcGene_16572
evm.model.jcf7180008086150.5	CcGene_16573
evm.model.jcf7180008086150.6	CcGene_16574
evm.model.jcf7180008086150.7	CcGene_16575
evm.model.jcf7180008086150.8	CcGene_16576
evm.model.jcf7180008086150.9	CcGene_16577
evm.model.jcf7180008086151.1	CcGene_16578
evm.model.jcf7180008086151.2	CcGene_16579
evm.model.jcf7180008086151.3	CcGene_16580
evm.model.jcf7180008086151.4	CcGene_16581
evm.model.jcf7180008086151.5	CcGene_16582
evm.model.jcf7180008086151.6	CcGene_16583
evm.model.jcf7180008086151.7	CcGene_16584
evm.model.jcf7180008086153.1	CcGene_16585
evm.model.jcf7180008086156.1	CcGene_16586
evm.model.jcf7180008086158.1	CcGene_16587
evm.model.jcf7180008086158.2	CcGene_16588
evm.model.jcf7180008086158.3	CcGene_16589
evm.model.jcf7180008086158.4	CcGene_16590
evm.model.jcf7180008086158.5	CcGene_16591
evm.model.jcf7180008086160.1	CcGene_16592
evm.model.jcf7180008086166.1	CcGene_16593
evm.model.jcf7180008086166.2	CcGene_16594
evm.model.jcf7180008086168.1	CcGene_16595
evm.model.jcf7180008086168.2	CcGene_16596
evm.model.jcf7180008086168.3	CcGene_16597
evm.model.jcf7180008086168.4	CcGene_16598
evm.model.jcf7180008086168.5	CcGene_16599
evm.model.jcf7180008086168.6	CcGene_16600
evm.model.jcf7180008086170.1	CcGene_16601
evm.model.jcf7180008086188.1	CcGene_16602
evm.model.jcf7180008086188.2	CcGene_16603
evm.model.jcf7180008086188.3	CcGene_16604
evm.model.jcf7180008086189.1	CcGene_16605
evm.model.jcf7180008086189.2	CcGene_16606
evm.model.jcf7180008086189.3	CcGene_16607
evm.model.jcf7180008086189.4	CcGene_16608
evm.model.jcf7180008086189.5	CcGene_16609
evm.model.jcf7180008086189.6	CcGene_16610
evm.model.jcf7180008086190.1	CcGene_16611
evm.model.jcf7180008086190.2	CcGene_16612
evm.model.jcf7180008086191.1	CcGene_16613
evm.model.jcf7180008086203.1	CcGene_16614
evm.model.jcf7180008086204.1	CcGene_16615
evm.model.jcf7180008086204.2	CcGene_16616
evm.model.jcf7180008086204.3	CcGene_16617
evm.model.jcf7180008086204.4	CcGene_16618
evm.model.jcf7180008086211.1	CcGene_16619
evm.model.jcf7180008086211.2	CcGene_16620
evm.model.jcf7180008086211.3	CcGene_16621
evm.model.jcf7180008086215.1	CcGene_16622
evm.model.jcf7180008086222.1	CcGene_16623
evm.model.jcf7180008086222.2	CcGene_16624
evm.model.jcf7180008086222.3	CcGene_16625
evm.model.jcf7180008086222.4	CcGene_16626
evm.model.jcf7180008086222.5	CcGene_16627
evm.model.jcf7180008086225.1	CcGene_16628
evm.model.jcf7180008086225.2	CcGene_16629
evm.model.jcf7180008086235.1	CcGene_16630
evm.model.jcf7180008086255.1	CcGene_16631
evm.model.jcf7180008086259.1	CcGene_16632
evm.model.jcf7180008086259.2	CcGene_16633
evm.model.jcf7180008086266.1	CcGene_16634
evm.model.jcf7180008086266.2	CcGene_16635
evm.model.jcf7180008086267.1	CcGene_16636
evm.model.jcf7180008086289.1	CcGene_16637
evm.model.jcf7180008086289.2	CcGene_16638
evm.model.jcf7180008086290.1	CcGene_16639
