#old_id	new_id
evm.model.jcf7180007903353.1	CcGene_00582
evm.model.jcf7180007903353.2	CcGene_00583
evm.model.jcf7180007903354.1	CcGene_00584
evm.model.jcf7180007903356.1	CcGene_00585
evm.model.jcf7180007903357.1	CcGene_00586
evm.model.jcf7180007903360.1	CcGene_00587
evm.model.jcf7180007903362.1	CcGene_00588
evm.model.jcf7180007903365.1	CcGene_00589
evm.model.jcf7180007903365.2	CcGene_00590
evm.model.jcf7180007903365.3	CcGene_00591
evm.model.jcf7180007903365.4	CcGene_00592
evm.model.jcf7180007903368.1	CcGene_00593
evm.model.jcf7180007903368.2	CcGene_00594
evm.model.jcf7180007903368.3	CcGene_00595
evm.model.jcf7180007903369.1	CcGene_00596
evm.model.jcf7180007903373.1	CcGene_00597
evm.model.jcf7180007903373.2	CcGene_00598
evm.model.jcf7180007903373.3	CcGene_00599
evm.model.jcf7180007903373.4	CcGene_00600
evm.model.jcf7180007903373.5	CcGene_00601
evm.model.jcf7180007903375.1	CcGene_00602
evm.model.jcf7180007903380.1	CcGene_00603
evm.model.jcf7180007903380.2	CcGene_00604
evm.model.jcf7180007903380.3	CcGene_00605
evm.model.jcf7180007903451.1	CcGene_00606
evm.model.jcf7180007903463.1	CcGene_00607
evm.model.jcf7180007903476.1	CcGene_00608
evm.model.jcf7180007903478.1	CcGene_00609
evm.model.jcf7180007903480.1	CcGene_00610
evm.model.jcf7180007903480.2	CcGene_00611
evm.model.jcf7180007903480.3	CcGene_00612
evm.model.jcf7180007903482.1	CcGene_00613
evm.model.jcf7180007903483.1	CcGene_00614
evm.model.jcf7180007903485.1	CcGene_00615
evm.model.jcf7180007903486.1	CcGene_00616
evm.model.jcf7180007903486.2	CcGene_00617
evm.model.jcf7180007903486.3	CcGene_00618
evm.model.jcf7180007903486.4	CcGene_00619
evm.model.jcf7180007903486.5	CcGene_00620
evm.model.jcf7180007903487.1	CcGene_00621
evm.model.jcf7180007903487.2	CcGene_00622
evm.model.jcf7180007903487.3	CcGene_00623
evm.model.jcf7180007903487.4	CcGene_00624
evm.model.jcf7180007903488.1	CcGene_00625
evm.model.jcf7180007903488.2	CcGene_00626
evm.model.jcf7180007903489.1	CcGene_00627
evm.model.jcf7180007903490.1	CcGene_00628
evm.model.jcf7180007903490.2	CcGene_00629
evm.model.jcf7180007903490.3	CcGene_00630
evm.model.jcf7180007903491.1	CcGene_00631
evm.model.jcf7180007903494.1	CcGene_00632
evm.model.jcf7180007903496.1	CcGene_00633
evm.model.jcf7180007903497.1	CcGene_00634
evm.model.jcf7180007903500.1	CcGene_00635
evm.model.jcf7180007903501.1	CcGene_00636
evm.model.jcf7180007903501.2	CcGene_00637
evm.model.jcf7180007903501.3	CcGene_00638
evm.model.jcf7180007903501.4	CcGene_00639
evm.model.jcf7180007903502.1	CcGene_00640
evm.model.jcf7180007903506.1	CcGene_00641
evm.model.jcf7180007903507.1	CcGene_00642
evm.model.jcf7180007903507.2	CcGene_00643
evm.model.jcf7180007903515.1	CcGene_00644
evm.model.jcf7180007903517.1	CcGene_00645
evm.model.jcf7180007903523.1	CcGene_00646
evm.model.jcf7180007903526.1	CcGene_00647
evm.model.jcf7180007903527.1	CcGene_00648
evm.model.jcf7180007903527.2	CcGene_00649
evm.model.jcf7180007903527.3	CcGene_00650
evm.model.jcf7180007903527.4	CcGene_00651
evm.model.jcf7180007903530.1	CcGene_00652
evm.model.jcf7180007903536.1	CcGene_00653
evm.model.jcf7180007903545.1	CcGene_00654
evm.model.jcf7180007903610.1	CcGene_00655
evm.model.jcf7180007903618.1	CcGene_00656
evm.model.jcf7180007903618.2	CcGene_00657
evm.model.jcf7180007903620.1	CcGene_00658
evm.model.jcf7180007903620.10	CcGene_00659
evm.model.jcf7180007903620.2	CcGene_00660
evm.model.jcf7180007903620.3	CcGene_00661
evm.model.jcf7180007903620.4	CcGene_00662
evm.model.jcf7180007903620.5	CcGene_00663
evm.model.jcf7180007903620.6	CcGene_00664
evm.model.jcf7180007903620.7	CcGene_00665
evm.model.jcf7180007903620.8	CcGene_00666
evm.model.jcf7180007903620.9	CcGene_00667
evm.model.jcf7180007903621.1	CcGene_00668
evm.model.jcf7180007903621.2	CcGene_00669
evm.model.jcf7180007903622.1	CcGene_00670
evm.model.jcf7180007903622.2	CcGene_00671
evm.model.jcf7180007903622.3	CcGene_00672
evm.model.jcf7180007903623.1	CcGene_00673
evm.model.jcf7180007903626.1	CcGene_00674
evm.model.jcf7180007903628.1	CcGene_00675
evm.model.jcf7180007903630.1	CcGene_00676
evm.model.jcf7180007903631.1	CcGene_00677
evm.model.jcf7180007903634.1	CcGene_00678
evm.model.jcf7180007903636.1	CcGene_00679
evm.model.jcf7180007903636.2	CcGene_00680
evm.model.jcf7180007903636.3	CcGene_00681
evm.model.jcf7180007903636.4	CcGene_00682
evm.model.jcf7180007903636.5	CcGene_00683
evm.model.jcf7180007903640.1	CcGene_00684
evm.model.jcf7180007903640.2	CcGene_00685
evm.model.jcf7180007903643.1	CcGene_00686
evm.model.jcf7180007903658.1	CcGene_00687
evm.model.jcf7180007903661.1	CcGene_00688
evm.model.jcf7180007903669.1	CcGene_00689
evm.model.jcf7180007903750.1	CcGene_00690
evm.model.jcf7180007903750.2	CcGene_00691
evm.model.jcf7180007903750.3	CcGene_00692
evm.model.jcf7180007903750.4	CcGene_00693
evm.model.jcf7180007903750.5	CcGene_00694
evm.model.jcf7180007903750.6	CcGene_00695
evm.model.jcf7180007903750.7	CcGene_00696
evm.model.jcf7180007903751.1	CcGene_00697
evm.model.jcf7180007903751.2	CcGene_00698
evm.model.jcf7180007903751.3	CcGene_00699
evm.model.jcf7180007903751.4	CcGene_00700
evm.model.jcf7180007903752.1	CcGene_00701
evm.model.jcf7180007903752.2	CcGene_00702
evm.model.jcf7180007903752.3	CcGene_00703
evm.model.jcf7180007903752.4	CcGene_00704
evm.model.jcf7180007903752.5	CcGene_00705
evm.model.jcf7180007903753.1	CcGene_00706
evm.model.jcf7180007903753.2	CcGene_00707
evm.model.jcf7180007903753.3	CcGene_00708
evm.model.jcf7180007903754.1	CcGene_00709
evm.model.jcf7180007903754.2	CcGene_00710
evm.model.jcf7180007903756.1	CcGene_00711
evm.model.jcf7180007903756.2	CcGene_00712
evm.model.jcf7180007903756.3	CcGene_00713
evm.model.jcf7180007903757.1	CcGene_00714
evm.model.jcf7180007903757.2	CcGene_00715
evm.model.jcf7180007903757.3	CcGene_00716
evm.model.jcf7180007903757.4	CcGene_00717
evm.model.jcf7180007903758.1	CcGene_00718
evm.model.jcf7180007903759.1	CcGene_00719
evm.model.jcf7180007903759.2	CcGene_00720
evm.model.jcf7180007903759.3	CcGene_00721
evm.model.jcf7180007903760.1	CcGene_00722
evm.model.jcf7180007903761.1	CcGene_00723
evm.model.jcf7180007903762.1	CcGene_00724
evm.model.jcf7180007903762.2	CcGene_00725
evm.model.jcf7180007903763.1	CcGene_00726
evm.model.jcf7180007903766.1	CcGene_00727
evm.model.jcf7180007903768.1	CcGene_00728
evm.model.jcf7180007903769.1	CcGene_00729
evm.model.jcf7180007903769.2	CcGene_00730
evm.model.jcf7180007903771.1	CcGene_00731
evm.model.jcf7180007903771.2	CcGene_00732
evm.model.jcf7180007903771.3	CcGene_00733
evm.model.jcf7180007903771.4	CcGene_00734
evm.model.jcf7180007903771.5	CcGene_00735
evm.model.jcf7180007903772.1	CcGene_00736
evm.model.jcf7180007903772.2	CcGene_00737
evm.model.jcf7180007903772.3	CcGene_00738
evm.model.jcf7180007903773.1	CcGene_00739
evm.model.jcf7180007903774.1	CcGene_00740
evm.model.jcf7180007903775.1	CcGene_00741
evm.model.jcf7180007903776.1	CcGene_00742
evm.model.jcf7180007903779.1	CcGene_00743
evm.model.jcf7180007903779.2	CcGene_00744
evm.model.jcf7180007903781.1	CcGene_00745
evm.model.jcf7180007903781.2	CcGene_00746
evm.model.jcf7180007903782.1	CcGene_00747
evm.model.jcf7180007903782.2	CcGene_00748
evm.model.jcf7180007903784.1	CcGene_00749
evm.model.jcf7180007903785.1	CcGene_00750
evm.model.jcf7180007903791.1	CcGene_00751
evm.model.jcf7180007903798.1	CcGene_00752
evm.model.jcf7180007903800.1	CcGene_00753
evm.model.jcf7180007903806.1	CcGene_00754
evm.model.jcf7180007903820.1	CcGene_00755
evm.model.jcf7180007903820.2	CcGene_00756
evm.model.jcf7180007903820.3	CcGene_00757
evm.model.jcf7180007903820.4	CcGene_00758
evm.model.jcf7180007903820.5	CcGene_00759
evm.model.jcf7180007903824.1	CcGene_00760
evm.model.jcf7180007903824.2	CcGene_00761
evm.model.jcf7180007903824.3	CcGene_00762
evm.model.jcf7180007903824.4	CcGene_00763
evm.model.jcf7180007903824.5	CcGene_00764
evm.model.jcf7180007903824.6	CcGene_00765
evm.model.jcf7180007903844.1	CcGene_00766
evm.model.jcf7180007903846.1	CcGene_00767
evm.model.jcf7180007903866.1	CcGene_00768
evm.model.jcf7180007903866.2	CcGene_00769
evm.model.jcf7180007903866.3	CcGene_00770
evm.model.jcf7180007903909.1	CcGene_00771
evm.model.jcf7180007903920.1	CcGene_00772
evm.model.jcf7180007903930.1	CcGene_00773
evm.model.jcf7180007903930.10	CcGene_00774
evm.model.jcf7180007903930.11	CcGene_00775
evm.model.jcf7180007903930.2	CcGene_00776
evm.model.jcf7180007903930.3	CcGene_00777
evm.model.jcf7180007903930.4	CcGene_00778
evm.model.jcf7180007903930.5	CcGene_00779
evm.model.jcf7180007903930.6	CcGene_00780
evm.model.jcf7180007903930.7	CcGene_00781
evm.model.jcf7180007903930.8	CcGene_00782
evm.model.jcf7180007903930.9	CcGene_00783
evm.model.jcf7180007903931.1	CcGene_00784
evm.model.jcf7180007903931.2	CcGene_00785
evm.model.jcf7180007903931.3	CcGene_00786
evm.model.jcf7180007903931.4	CcGene_00787
evm.model.jcf7180007903931.5	CcGene_00788
evm.model.jcf7180007903931.6	CcGene_00789
evm.model.jcf7180007903931.7	CcGene_00790
evm.model.jcf7180007903932.1	CcGene_00791
evm.model.jcf7180007903932.2	CcGene_00792
evm.model.jcf7180007903932.3	CcGene_00793
evm.model.jcf7180007903932.4	CcGene_00794
evm.model.jcf7180007903932.5	CcGene_00795
evm.model.jcf7180007903933.1	CcGene_00796
evm.model.jcf7180007903933.2	CcGene_00797
evm.model.jcf7180007903934.1	CcGene_00798
evm.model.jcf7180007903934.2	CcGene_00799
evm.model.jcf7180007903934.3	CcGene_00800
evm.model.jcf7180007903935.1	CcGene_00801
evm.model.jcf7180007903935.2	CcGene_00802
evm.model.jcf7180007903939.1	CcGene_00803
evm.model.jcf7180007903939.2	CcGene_00804
evm.model.jcf7180007903939.3	CcGene_00805
evm.model.jcf7180007903939.4	CcGene_00806
evm.model.jcf7180007903941.1	CcGene_00807
evm.model.jcf7180007903942.1	CcGene_00808
evm.model.jcf7180007903942.2	CcGene_00809
evm.model.jcf7180007903942.3	CcGene_00810
evm.model.jcf7180007903944.1	CcGene_00811
evm.model.jcf7180007903944.2	CcGene_00812
evm.model.jcf7180007903947.1	CcGene_00813
evm.model.jcf7180007903947.2	CcGene_00814
evm.model.jcf7180007903949.1	CcGene_00815
evm.model.jcf7180007903949.2	CcGene_00816
evm.model.jcf7180007903950.1	CcGene_00817
evm.model.jcf7180007903953.1	CcGene_00818
evm.model.jcf7180007903955.1	CcGene_00819
evm.model.jcf7180007903955.2	CcGene_00820
evm.model.jcf7180007903955.3	CcGene_00821
evm.model.jcf7180007903955.4	CcGene_00822
evm.model.jcf7180007903955.5	CcGene_00823
evm.model.jcf7180007903955.6	CcGene_00824
evm.model.jcf7180007903957.1	CcGene_00825
evm.model.jcf7180007903957.2	CcGene_00826
evm.model.jcf7180007903958.1	CcGene_00827
evm.model.jcf7180007903966.1	CcGene_00828
evm.model.jcf7180007903967.1	CcGene_00829
evm.model.jcf7180007903971.1	CcGene_00830
evm.model.jcf7180007903977.1	CcGene_00831
evm.model.jcf7180007903977.2	CcGene_00832
evm.model.jcf7180007903980.1	CcGene_00833
evm.model.jcf7180007903981.1	CcGene_00834
evm.model.jcf7180007903981.2	CcGene_00835
evm.model.jcf7180007903981.3	CcGene_00836
evm.model.jcf7180007903982.1	CcGene_00837
evm.model.jcf7180007903987.1	CcGene_00838
evm.model.jcf7180007903987.2	CcGene_00839
evm.model.jcf7180007903987.3	CcGene_00840
evm.model.jcf7180007903987.4	CcGene_00841
evm.model.jcf7180007903987.5	CcGene_00842
evm.model.jcf7180007903987.6	CcGene_00843
evm.model.jcf7180007903993.1	CcGene_00844
evm.model.jcf7180007903994.1	CcGene_00845
evm.model.jcf7180007903999.1	CcGene_00846
evm.model.jcf7180007904001.1	CcGene_00847
evm.model.jcf7180007904007.1	CcGene_00848
evm.model.jcf7180007904007.2	CcGene_00849
evm.model.jcf7180007904014.1	CcGene_00850
evm.model.jcf7180007904014.2	CcGene_00851
evm.model.jcf7180007904014.3	CcGene_00852
evm.model.jcf7180007904014.4	CcGene_00853
evm.model.jcf7180007904053.1	CcGene_00854
evm.model.jcf7180007904109.1	CcGene_00855
evm.model.jcf7180007904134.1	CcGene_00856
evm.model.jcf7180007904134.2	CcGene_00857
evm.model.jcf7180007904134.3	CcGene_00858
evm.model.jcf7180007904134.4	CcGene_00859
evm.model.jcf7180007904136.1	CcGene_00860
evm.model.jcf7180007904136.2	CcGene_00861
evm.model.jcf7180007904136.3	CcGene_00862
evm.model.jcf7180007904138.1	CcGene_00863
evm.model.jcf7180007904138.2	CcGene_00864
evm.model.jcf7180007904139.1	CcGene_00865
evm.model.jcf7180007904139.2	CcGene_00866
evm.model.jcf7180007904139.3	CcGene_00867
evm.model.jcf7180007904139.4	CcGene_00868
evm.model.jcf7180007904140.1	CcGene_00869
evm.model.jcf7180007904140.2	CcGene_00870
evm.model.jcf7180007904141.1	CcGene_00871
evm.model.jcf7180007904141.2	CcGene_00872
evm.model.jcf7180007904141.3	CcGene_00873
evm.model.jcf7180007904142.1	CcGene_00874
evm.model.jcf7180007904142.2	CcGene_00875
evm.model.jcf7180007904143.1	CcGene_00876
evm.model.jcf7180007904143.2	CcGene_00877
evm.model.jcf7180007904143.3	CcGene_00878
evm.model.jcf7180007904143.4	CcGene_00879
evm.model.jcf7180007904145.1	CcGene_00880
evm.model.jcf7180007904145.2	CcGene_00881
evm.model.jcf7180007904147.1	CcGene_00882
evm.model.jcf7180007904148.1	CcGene_00883
evm.model.jcf7180007904149.1	CcGene_00884
evm.model.jcf7180007904151.1	CcGene_00885
evm.model.jcf7180007904151.2	CcGene_00886
evm.model.jcf7180007904152.1	CcGene_00887
evm.model.jcf7180007904152.2	CcGene_00888
evm.model.jcf7180007904153.1	CcGene_00889
evm.model.jcf7180007904153.2	CcGene_00890
evm.model.jcf7180007904153.3	CcGene_00891
evm.model.jcf7180007904154.1	CcGene_00892
evm.model.jcf7180007904154.2	CcGene_00893
evm.model.jcf7180007904155.1	CcGene_00894
evm.model.jcf7180007904155.2	CcGene_00895
evm.model.jcf7180007904161.1	CcGene_00896
evm.model.jcf7180007904162.1	CcGene_00897
evm.model.jcf7180007904162.2	CcGene_00898
evm.model.jcf7180007904163.1	CcGene_00899
evm.model.jcf7180007904164.1	CcGene_00900
evm.model.jcf7180007904171.1	CcGene_00901
evm.model.jcf7180007904172.1	CcGene_00902
evm.model.jcf7180007904173.1	CcGene_00903
evm.model.jcf7180007904173.2	CcGene_00904
evm.model.jcf7180007904173.3	CcGene_00905
evm.model.jcf7180007904173.4	CcGene_00906
evm.model.jcf7180007904175.1	CcGene_00907
evm.model.jcf7180007904176.1	CcGene_00908
evm.model.jcf7180007904181.1	CcGene_00909
evm.model.jcf7180007904184.1	CcGene_00910
evm.model.jcf7180007904184.2	CcGene_00911
evm.model.jcf7180007904187.1	CcGene_00912
evm.model.jcf7180007904189.1	CcGene_00913
evm.model.jcf7180007904189.2	CcGene_00914
evm.model.jcf7180007904189.3	CcGene_00915
evm.model.jcf7180007904189.4	CcGene_00916
evm.model.jcf7180007904189.5	CcGene_00917
evm.model.jcf7180007904189.6	CcGene_00918
evm.model.jcf7180007904189.7	CcGene_00919
evm.model.jcf7180007904201.1	CcGene_00920
evm.model.jcf7180007904209.1	CcGene_00921
evm.model.jcf7180007904209.2	CcGene_00922
evm.model.jcf7180007904242.1	CcGene_00923
evm.model.jcf7180007904246.1	CcGene_00924
evm.model.jcf7180007904275.1	CcGene_00925
evm.model.jcf7180007904281.1	CcGene_00926
evm.model.jcf7180007904282.1	CcGene_00927
evm.model.jcf7180007904323.1	CcGene_00928
evm.model.jcf7180007904323.2	CcGene_00929
evm.model.jcf7180007904323.3	CcGene_00930
evm.model.jcf7180007904324.1	CcGene_00931
evm.model.jcf7180007904324.2	CcGene_00932
evm.model.jcf7180007904324.3	CcGene_00933
evm.model.jcf7180007904325.1	CcGene_00934
evm.model.jcf7180007904325.2	CcGene_00935
evm.model.jcf7180007904327.1	CcGene_00936
evm.model.jcf7180007904328.1	CcGene_00937
evm.model.jcf7180007904328.2	CcGene_00938
evm.model.jcf7180007904328.3	CcGene_00939
evm.model.jcf7180007904328.4	CcGene_00940
evm.model.jcf7180007904328.5	CcGene_00941
evm.model.jcf7180007904328.6	CcGene_00942
evm.model.jcf7180007904328.7	CcGene_00943
evm.model.jcf7180007904328.8	CcGene_00944
evm.model.jcf7180007904330.1	CcGene_00945
evm.model.jcf7180007904330.2	CcGene_00946
evm.model.jcf7180007904331.1	CcGene_00947
evm.model.jcf7180007904332.1	CcGene_00948
evm.model.jcf7180007904333.1	CcGene_00949
evm.model.jcf7180007904333.2	CcGene_00950
evm.model.jcf7180007904334.1	CcGene_00951
evm.model.jcf7180007904334.2	CcGene_00952
evm.model.jcf7180007904337.1	CcGene_00953
evm.model.jcf7180007904337.2	CcGene_00954
evm.model.jcf7180007904337.3	CcGene_00955
evm.model.jcf7180007904338.1	CcGene_00956
evm.model.jcf7180007904338.2	CcGene_00957
evm.model.jcf7180007904338.3	CcGene_00958
evm.model.jcf7180007904338.4	CcGene_00959
evm.model.jcf7180007904338.5	CcGene_00960
evm.model.jcf7180007904338.6	CcGene_00961
evm.model.jcf7180007904339.1	CcGene_00962
evm.model.jcf7180007904339.2	CcGene_00963
evm.model.jcf7180007904340.1	CcGene_00964
evm.model.jcf7180007904341.1	CcGene_00965
evm.model.jcf7180007904341.2	CcGene_00966
evm.model.jcf7180007904342.1	CcGene_00967
evm.model.jcf7180007904345.1	CcGene_00968
evm.model.jcf7180007904345.2	CcGene_00969
evm.model.jcf7180007904347.1	CcGene_00970
evm.model.jcf7180007904348.1	CcGene_00971
evm.model.jcf7180007904348.2	CcGene_00972
evm.model.jcf7180007904348.3	CcGene_00973
evm.model.jcf7180007904350.1	CcGene_00974
evm.model.jcf7180007904352.1	CcGene_00975
evm.model.jcf7180007904352.2	CcGene_00976
evm.model.jcf7180007904352.3	CcGene_00977
evm.model.jcf7180007904352.4	CcGene_00978
evm.model.jcf7180007904352.5	CcGene_00979
evm.model.jcf7180007904352.6	CcGene_00980
evm.model.jcf7180007904352.7	CcGene_00981
evm.model.jcf7180007904353.1	CcGene_00982
evm.model.jcf7180007904356.1	CcGene_00983
evm.model.jcf7180007904356.2	CcGene_00984
evm.model.jcf7180007904358.1	CcGene_00985
evm.model.jcf7180007904358.2	CcGene_00986
evm.model.jcf7180007904358.3	CcGene_00987
evm.model.jcf7180007904362.1	CcGene_00988
evm.model.jcf7180007904363.1	CcGene_00989
evm.model.jcf7180007904363.2	CcGene_00990
evm.model.jcf7180007904363.3	CcGene_00991
evm.model.jcf7180007904363.4	CcGene_00992
evm.model.jcf7180007904363.5	CcGene_00993
evm.model.jcf7180007904365.1	CcGene_00994
evm.model.jcf7180007904367.1	CcGene_00995
evm.model.jcf7180007904369.1	CcGene_00996
evm.model.jcf7180007904369.2	CcGene_00997
evm.model.jcf7180007904378.1	CcGene_00998
evm.model.jcf7180007904382.1	CcGene_00999
evm.model.jcf7180007904383.1	CcGene_01000
evm.model.jcf7180007904384.1	CcGene_01001
evm.model.jcf7180007904392.1	CcGene_01002
evm.model.jcf7180007904392.2	CcGene_01003
evm.model.jcf7180007904406.1	CcGene_01004
evm.model.jcf7180007904410.1	CcGene_01005
evm.model.jcf7180007904473.1	CcGene_01006
evm.model.jcf7180007904473.2	CcGene_01007
evm.model.jcf7180007904540.1	CcGene_01008
evm.model.jcf7180007904540.2	CcGene_01009
evm.model.jcf7180007904542.1	CcGene_01010
evm.model.jcf7180007904542.2	CcGene_01011
evm.model.jcf7180007904542.3	CcGene_01012
evm.model.jcf7180007904542.4	CcGene_01013
evm.model.jcf7180007904542.5	CcGene_01014
evm.model.jcf7180007904542.6	CcGene_01015
evm.model.jcf7180007904542.7	CcGene_01016
evm.model.jcf7180007904542.8	CcGene_01017
evm.model.jcf7180007904543.1	CcGene_01018
evm.model.jcf7180007904543.2	CcGene_01019
evm.model.jcf7180007904544.1	CcGene_01020
evm.model.jcf7180007904545.1	CcGene_01021
evm.model.jcf7180007904547.1	CcGene_01022
evm.model.jcf7180007904548.1	CcGene_01023
evm.model.jcf7180007904549.1	CcGene_01024
evm.model.jcf7180007904549.2	CcGene_01025
evm.model.jcf7180007904551.1	CcGene_01026
evm.model.jcf7180007904551.2	CcGene_01027
evm.model.jcf7180007904551.3	CcGene_01028
evm.model.jcf7180007904551.4	CcGene_01029
evm.model.jcf7180007904551.5	CcGene_01030
evm.model.jcf7180007904551.6	CcGene_01031
evm.model.jcf7180007904552.1	CcGene_01032
evm.model.jcf7180007904552.2	CcGene_01033
evm.model.jcf7180007904553.1	CcGene_01034
evm.model.jcf7180007904553.2	CcGene_01035
evm.model.jcf7180007904553.3	CcGene_01036
evm.model.jcf7180007904553.4	CcGene_01037
evm.model.jcf7180007904554.1	CcGene_01038
evm.model.jcf7180007904555.1	CcGene_01039
evm.model.jcf7180007904556.1	CcGene_01040
evm.model.jcf7180007904556.2	CcGene_01041
evm.model.jcf7180007904557.1	CcGene_01042
evm.model.jcf7180007904557.2	CcGene_01043
evm.model.jcf7180007904557.3	CcGene_01044
evm.model.jcf7180007904558.1	CcGene_01045
evm.model.jcf7180007904558.2	CcGene_01046
evm.model.jcf7180007904558.3	CcGene_01047
evm.model.jcf7180007904558.4	CcGene_01048
evm.model.jcf7180007904558.5	CcGene_01049
evm.model.jcf7180007904560.1	CcGene_01050
evm.model.jcf7180007904560.2	CcGene_01051
evm.model.jcf7180007904560.3	CcGene_01052
evm.model.jcf7180007904561.1	CcGene_01053
evm.model.jcf7180007904561.2	CcGene_01054
evm.model.jcf7180007904562.1	CcGene_01055
evm.model.jcf7180007904562.2	CcGene_01056
evm.model.jcf7180007904562.3	CcGene_01057
evm.model.jcf7180007904563.1	CcGene_01058
evm.model.jcf7180007904566.1	CcGene_01059
evm.model.jcf7180007904566.2	CcGene_01060
evm.model.jcf7180007904567.1	CcGene_01061
evm.model.jcf7180007904567.2	CcGene_01062
evm.model.jcf7180007904568.1	CcGene_01063
evm.model.jcf7180007904570.1	CcGene_01064
evm.model.jcf7180007904571.1	CcGene_01065
evm.model.jcf7180007904572.1	CcGene_01066
evm.model.jcf7180007904572.2	CcGene_01067
evm.model.jcf7180007904574.1	CcGene_01068
evm.model.jcf7180007904575.1	CcGene_01069
evm.model.jcf7180007904575.2	CcGene_01070
evm.model.jcf7180007904577.1	CcGene_01071
evm.model.jcf7180007904578.1	CcGene_01072
